_id,date,action,comment,cat,recap
99f8593f-bb3c-45d2-ae48-def88bf14915,2017-12-07T08:23:44.997886,good,cuddled with dog,sammy,sammy cuddled with dog
0196af25-9887-4287-8a1e-f585a68aff55,2020-11-20T20:09:13.997896,good,cuddled with partner,biscuit,biscuit cuddled with partner
4fe00483-f9d1-48f4-a475-d9275adbe101,2018-09-17T00:14:06.997906,bad,attacked dog,ollie,ollie attacked dog
d8ab7e2a-3fa1-4b31-b277-5efde450ae46,2020-10-12T03:00:54.997916,bad,scratched furniture,dr pepper,dr pepper scratched furniture
2d43cd90-0125-4cbc-9276-c7fd145705ca,2021-02-15T16:45:23.997930,bad,scratched furniture,mio,mio scratched furniture
005c76be-9c88-4413-8e08-5af9612b6739,2018-03-27T00:58:52.997941,bad,scratched furniture,biscuit,biscuit scratched furniture
0680d0f0-cefe-4d8d-8895-8ac30720e580,2018-03-07T05:41:27.997951,bad,scratched drapes,ollie,ollie scratched drapes
3f58f13a-d24d-4ff4-b73e-3719f1696c69,2019-11-28T01:34:56.997962,good,cuddled with me,dr pepper,dr pepper cuddled with me
fbef1a0b-ac23-4723-9a44-da932852a458,2019-01-06T07:29:54.997972,bad,scratched furniture,idget,idget scratched furniture
6101dce2-2052-4042-b2b6-960617db317f,2020-07-05T16:28:58.997982,bad,scratched furniture,dr pepper,dr pepper scratched furniture
4b57829c-c92d-4b74-a4c4-e42fb15e215c,2017-01-19T22:25:38.997995,bad,scratched furniture,peanut butter,peanut butter scratched furniture
867e014c-822e-4195-8fae-8b59079699eb,2017-08-25T23:47:19.998005,bad,scratched drapes,idget,idget scratched drapes
e87ba910-78b2-4305-8160-867258a45a15,2021-04-25T04:26:49.998015,good,cuddled with partner,sammy,sammy cuddled with partner
c3672b75-252d-4bdb-b09b-39cb1a8d5bf2,2021-06-19T05:37:19.998026,bad,attacked partner,mio,mio attacked partner
48036c6b-4fd4-46f1-8c60-bc9d9031e2af,2019-01-01T19:53:10.998036,good,cuddled with me,sammy,sammy cuddled with me
724577fe-b4a8-4797-b0dc-ec480ed7ac6d,2017-06-05T07:12:30.998046,good,cuddled with partner,idget,idget cuddled with partner
7e071b9f-9e70-4a08-94da-ee3e31eaf753,2020-09-25T00:28:26.998056,bad,attacked partner,biscuit,biscuit attacked partner
28ea0eb5-30e4-4b1d-91d6-d8fa50d048b9,2018-08-21T09:49:48.998067,bad,scratched drapes,peanut butter,peanut butter scratched drapes
9946a1f8-c8fc-471f-bd75-2683c9f0bc56,2021-10-04T08:24:33.998078,bad,scratched furniture,mio,mio scratched furniture
8f56b1e0-5f43-4a25-9cfd-9f3aaf7ae4b5,2017-10-20T00:57:14.998091,bad,attacked dog,mio,mio attacked dog
94c49a4b-25f9-400b-a95e-0cd2c64a7cf1,2019-12-15T12:46:42.998101,bad,attacked me,mio,mio attacked me
4928bba7-7684-4cb1-aee4-4aed0ec6be2f,2020-08-28T20:37:05.998111,good,plays fetch,dr pepper,dr pepper plays fetch
1ad8f17c-3961-4f58-bd1e-56daa824c3f4,2021-03-18T03:53:36.998121,bad,scratched furniture,biscuit,biscuit scratched furniture
3eb6150a-30e8-46e4-a26b-b679a7e5717f,2021-05-30T13:27:45.998134,bad,scratched furniture,sammy,sammy scratched furniture
6b0cb0f7-1a58-4157-a193-64575e81f14b,2018-02-04T17:25:12.998144,good,cuddled with dog,biscuit,biscuit cuddled with dog
f3bcdab9-5044-4a41-abdc-c01a61b2f3cf,2020-01-29T23:29:01.998155,good,cuddled with partner,biscuit,biscuit cuddled with partner
8812648e-5210-4da2-8330-b6dcd1713041,2020-09-05T17:33:19.998165,bad,attacked partner,sammy,sammy attacked partner
c40a743e-bb30-43df-ab0c-465c70abe0ff,2018-12-11T14:49:42.998175,good,cuddled with dog,idget,idget cuddled with dog
e9dd9ea3-db41-40dc-b797-f7cc99ad21ca,2020-02-23T17:22:35.998185,bad,decided not to go for a walk,mio,mio decided not to go for a walk
51ec0ebc-cc5c-4d54-bdbd-cbff29fa467a,2019-12-15T16:47:48.998196,bad,scratched furniture,biscuit,biscuit scratched furniture
6d78196a-8be7-4474-982f-9a401a1743b9,2019-03-21T03:29:47.998206,good,cuddled with partner,zeep,zeep cuddled with partner
6d35be3e-237f-4c65-b573-4ef0acf8214e,2019-03-01T19:40:36.998217,good,plays fetch,ollie,ollie plays fetch
8d7b93ab-ade5-4fad-83d3-ece46dbb7abb,2020-07-11T11:31:00.998227,bad,sat on keyboard,peanut butter,peanut butter sat on keyboard
c53bf2a2-a330-40eb-b9cb-04d1402bb394,2017-12-19T17:11:28.998237,bad,attacked partner,zeep,zeep attacked partner
0da25cd0-b557-4028-86ac-9fdaa41b84ba,2017-05-17T01:35:49.998247,good,did something adorable,zeep,zeep did something adorable
a6456642-f10b-4400-8f84-d3599c768e78,2020-05-05T02:41:21.998260,good,plays fetch,mio,mio plays fetch
fa86f5c0-6ca9-4ebf-8228-2f5699a9fae7,2019-01-14T17:42:30.998271,bad,scratched furniture,biscuit,biscuit scratched furniture
a7f6e8c9-edbe-4983-9853-5dfeb0d5c795,2020-04-24T06:56:59.998283,bad,sat on keyboard,mio,mio sat on keyboard
ce7310fa-28e5-4535-8353-defb63662464,2020-02-07T06:55:15.998294,bad,scratched drapes,ollie,ollie scratched drapes
aefb4ec0-3db8-4222-b470-3d5157f5a906,2019-12-02T22:37:52.998304,bad,scratched drapes,zeep,zeep scratched drapes
f4ee8114-9289-4f74-8b78-678ee7c26026,2018-04-28T22:51:13.998314,good,cuddled with dog,zeep,zeep cuddled with dog
52a6c26f-f471-4014-85a0-9dc37e8b5385,2017-12-25T01:41:34.998328,good,did something adorable,sammy,sammy did something adorable
27130fc3-4087-4b33-87c2-e99ad1333c7c,2021-07-17T21:00:38.998338,good,plays fetch,idget,idget plays fetch
af41f5ea-e62c-40cc-b517-e3ebb7f8fc76,2021-11-10T12:14:48.998348,good,cuddled with me,biscuit,biscuit cuddled with me
5476cdef-8fcd-4d97-8f7b-98689bb10653,2021-05-26T02:54:21.998359,bad,attacked dog,idget,idget attacked dog
bb868aa3-4d7b-48ee-8591-693087bda11a,2017-11-09T13:49:09.998372,good,cuddled with me,mio,mio cuddled with me
b5c1be45-d562-4c92-a5dd-c1e04a04c00d,2018-08-17T12:33:36.998383,bad,sat on keyboard,dr pepper,dr pepper sat on keyboard
89d23353-124b-41c0-b8e3-e62cb96513f9,2017-10-13T10:03:49.998393,bad,scratched drapes,peanut butter,peanut butter scratched drapes
d21258aa-a317-424d-a7a1-bfb8569f06a4,2019-09-28T20:18:59.998403,bad,scratched furniture,sammy,sammy scratched furniture
7f212b76-9d79-4258-854f-8ff267d10b67,2020-05-26T22:45:23.998413,bad,sat on keyboard,idget,idget sat on keyboard
657f8545-c932-49ff-946b-e528182c36fe,2018-09-13T19:31:19.998425,bad,attacked partner,peanut butter,peanut butter attacked partner
